Column,DataType
impact.iso_currency_code.NZD,bool
impact.iso_currency_code.OMR,bool
impact.iso_currency_code.PAB,bool
impact.iso_currency_code.PEN,bool
impact.iso_currency_code.PGK,bool
impact.iso_currency_code.PHP,bool
impact.iso_currency_code.PKR,bool
impact.iso_currency_code.PLN,bool
impact.iso_currency_code.PYG,bool
impact.iso_currency_code.QAR,bool
impact.iso_currency_code.RON,bool
impact.iso_currency_code.RSD,bool
impact.iso_currency_code.RUB,bool
impact.iso_currency_code.RWF,bool
impact.iso_currency_code.SAR,bool
impact.iso_currency_code.SBD,bool
impact.iso_currency_code.SCR,bool
impact.iso_currency_code.SDG,bool
impact.iso_currency_code.SEK,bool
impact.iso_currency_code.SGD,bool
impact.iso_currency_code.SHP,bool
impact.iso_currency_code.SLL,bool
impact.iso_currency_code.SOS,bool
impact.iso_currency_code.SPL,bool
impact.iso_currency_code.SRD,bool
impact.iso_currency_code.STD,bool
impact.iso_currency_code.SVC,bool
impact.iso_currency_code.SYP,bool
impact.iso_currency_code.SZL,bool
impact.iso_currency_code.THB,bool
impact.iso_currency_code.TJS,bool
impact.iso_currency_code.TMT,bool
impact.iso_currency_code.TND,bool
impact.iso_currency_code.TOP,bool
impact.iso_currency_code.TRY,bool
impact.iso_currency_code.TTD,bool
impact.iso_currency_code.TVD,bool
impact.iso_currency_code.TWD,bool
impact.iso_currency_code.TZS,bool
impact.iso_currency_code.UAH,bool
impact.iso_currency_code.UGX,bool
impact.iso_currency_code.USD,bool
impact.iso_currency_code.UYU,bool
impact.iso_currency_code.UZS,bool
impact.iso_currency_code.VEF,bool
impact.iso_currency_code.VND,bool
impact.iso_currency_code.VUV,bool
impact.iso_currency_code.WST,bool
impact.iso_currency_code.XAF,bool
impact.iso_currency_code.XBT,bool
impact.iso_currency_code.XCD,bool
impact.iso_currency_code.XDR,bool
impact.iso_currency_code.XMR,bool
impact.iso_currency_code.XOF,bool
impact.iso_currency_code.XPF,bool
impact.iso_currency_code.YER,bool
impact.iso_currency_code.ZAR,bool
impact.iso_currency_code.ZEC,bool
impact.iso_currency_code.ZMK,bool
impact.iso_currency_code.ZWD,bool
impact.loss.amount,float64
impact.loss.max_amount,float64
impact.loss.min_amount,float64
impact.loss.rating.Major,bool
impact.loss.rating.Minor,bool
impact.loss.rating.Moderate,bool
impact.loss.rating.None,bool
impact.loss.rating.Unknown,bool
impact.loss.variety.Asset and fraud,bool
impact.loss.variety.Brand damage,bool
impact.loss.variety.Business disruption,bool
impact.loss.variety.Competitive advantage,bool
impact.loss.variety.Legal and regulatory,bool
impact.loss.variety.Operating costs,bool
impact.loss.variety.Other,bool
impact.loss.variety.Response and recovery,bool
impact.notes,object
impact.overall_amount,float64
impact.overall_max_amount,float64
impact.overall_min_amount,float64
impact.overall_rating.Catastrophic,bool
impact.overall_rating.Damaging,bool
impact.overall_rating.Distracting,bool
impact.overall_rating.Insignificant,bool
impact.overall_rating.Painful,bool
impact.overall_rating.Unknown,bool
incident_id,object
notes,object
plus.analysis_status,object
plus.analyst,object
plus.analyst_notes,object
plus.asset_os,object
plus.asset.total,object
plus.attack_difficulty_initial,object
plus.attack_difficulty_legacy,object
plus.attack_difficulty_subsequent,object
plus.attribute.confidentiality.credit_monitoring,object
plus.attribute.confidentiality.credit_monitoring_years,float64
plus.attribute.confidentiality.data_abuse,object
plus.attribute.confidentiality.partner_data,object
plus.attribute.confidentiality.partner_number,float64
plus.control_inadequacies_legacy,float64
plus.created,object
plus.dbir_year,float64
plus.github,object
plus.investigator,object
plus.master_id,object
plus.modified,object
plus.pci.compliance_status,float64
plus.pci.merchant_level,float64
plus.pci.notes,float64
plus.pci.requirements.req_1.assessed,float64
plus.pci.requirements.req_1.breach_cause,float64
plus.pci.requirements.req_1.breach_contribute,float64
plus.pci.requirements.req_1.in_place,object
plus.pci.requirements.req_1.notes,float64
plus.pci.requirements.req_10.assessed,float64
plus.pci.requirements.req_10.breach_cause,float64
plus.pci.requirements.req_10.breach_contribute,float64
plus.pci.requirements.req_10.in_place,object
plus.pci.requirements.req_10.notes,float64
plus.pci.requirements.req_11.assessed,float64
plus.pci.requirements.req_11.breach_cause,float64
plus.pci.requirements.req_11.breach_contribute,float64
plus.pci.requirements.req_11.in_place,object
plus.pci.requirements.req_11.notes,float64
plus.pci.requirements.req_12.assessed,float64
plus.pci.requirements.req_12.breach_cause,float64
plus.pci.requirements.req_12.breach_contribute,float64
plus.pci.requirements.req_12.in_place,object
plus.pci.requirements.req_12.notes,float64
plus.pci.requirements.req_2.assessed,float64
plus.pci.requirements.req_2.breach_cause,float64
plus.pci.requirements.req_2.breach_contribute,float64
plus.pci.requirements.req_2.in_place,object
plus.pci.requirements.req_2.notes,float64
plus.pci.requirements.req_3.assessed,float64
plus.pci.requirements.req_3.breach_cause,float64
plus.pci.requirements.req_3.breach_contribute,float64
plus.pci.requirements.req_3.in_place,object
plus.pci.requirements.req_3.notes,float64
plus.pci.requirements.req_4.assessed,float64
plus.pci.requirements.req_4.breach_cause,float64
plus.pci.requirements.req_4.breach_contribute,float64
plus.pci.requirements.req_4.in_place,object
plus.pci.requirements.req_4.notes,float64
plus.pci.requirements.req_5.assessed,float64
plus.pci.requirements.req_5.breach_cause,float64
plus.pci.requirements.req_5.breach_contribute,float64
plus.pci.requirements.req_5.in_place,object
plus.pci.requirements.req_5.notes,float64
plus.pci.requirements.req_6.assessed,float64
plus.pci.requirements.req_6.breach_cause,float64
plus.pci.requirements.req_6.breach_contribute,float64
plus.pci.requirements.req_6.in_place,object
plus.pci.requirements.req_6.notes,float64
plus.pci.requirements.req_7.assessed,float64
plus.pci.requirements.req_7.breach_cause,float64
plus.pci.requirements.req_7.breach_contribute,float64
plus.pci.requirements.req_7.in_place,object
plus.pci.requirements.req_7.notes,float64
plus.pci.requirements.req_8.assessed,float64
plus.pci.requirements.req_8.breach_cause,float64
plus.pci.requirements.req_8.breach_contribute,float64
plus.pci.requirements.req_8.in_place,object
plus.pci.requirements.req_8.notes,float64
plus.pci.requirements.req_9.assessed,float64
plus.pci.requirements.req_9.breach_cause,float64
plus.pci.requirements.req_9.breach_contribute,float64
plus.pci.requirements.req_9.in_place,object
plus.pci.requirements.req_9.notes,float64
plus.pci.status_determined,float64
plus.row_number,float64
plus.security_maturity,object
plus.sub_source,object
plus.timeline.notification.day,float64
plus.timeline.notification.month,float64
plus.timeline.notification.year,float64
plus.unfollowed_policies,float64
plus.unknown_unknowns,object
reference,object
schema_name,object
schema_version,object
security_incident.Confirmed,bool
security_incident.False positive,bool
security_incident.Near miss,bool
security_incident.Suspected,bool
source_id,object
summary,object
targeted.NA,bool
targeted.Opportunistic,bool
targeted.Targeted,bool
targeted.Unknown,bool
timeline.compromise.unit.Days,bool
timeline.compromise.unit.Hours,bool
timeline.compromise.unit.Minutes,bool
timeline.compromise.unit.Months,bool
timeline.compromise.unit.NA,bool
timeline.compromise.unit.Never,bool
timeline.compromise.unit.Seconds,bool
timeline.compromise.unit.Unknown,bool
timeline.compromise.unit.Weeks,bool
timeline.compromise.unit.Years,bool
timeline.compromise.value,float64
timeline.containment.unit.Days,bool
timeline.containment.unit.Hours,bool
timeline.containment.unit.Minutes,bool
timeline.containment.unit.Months,bool
timeline.containment.unit.NA,bool
timeline.containment.unit.Never,bool
timeline.containment.unit.Seconds,bool
timeline.containment.unit.Unknown,bool
timeline.containment.unit.Weeks,bool
timeline.containment.unit.Years,bool
timeline.containment.value,float64
timeline.discovery.unit.Days,bool
timeline.discovery.unit.Hours,bool
timeline.discovery.unit.Minutes,bool
timeline.discovery.unit.Months,bool
timeline.discovery.unit.NA,bool
timeline.discovery.unit.Never,bool
timeline.discovery.unit.Seconds,bool
timeline.discovery.unit.Unknown,bool
timeline.discovery.unit.Weeks,bool
timeline.discovery.unit.Years,bool
timeline.discovery.value,float64
timeline.exfiltration.unit.Days,bool
timeline.exfiltration.unit.Hours,bool
timeline.exfiltration.unit.Minutes,bool
timeline.exfiltration.unit.Months,bool
timeline.exfiltration.unit.NA,bool
timeline.exfiltration.unit.Never,bool
timeline.exfiltration.unit.Seconds,bool
timeline.exfiltration.unit.Unknown,bool
timeline.exfiltration.unit.Weeks,bool
timeline.exfiltration.unit.Years,bool
timeline.exfiltration.value,float64
timeline.incident.day,float64
timeline.incident.month,float64
timeline.incident.time,object
timeline.incident.year,int64
value_chain.cash-out.notes,object
value_chain.cash-out.variety.Cryptocurrency,bool
value_chain.cash-out.variety.Direct,bool
value_chain.cash-out.variety.Fraud,bool
value_chain.cash-out.variety.Hijacked rewards,bool
value_chain.cash-out.variety.NA,bool
value_chain.cash-out.variety.Other,bool
value_chain.cash-out.variety.Provide service,bool
value_chain.cash-out.variety.Purchase stolen goods,bool
value_chain.cash-out.variety.Sell stolen goods,bool
value_chain.cash-out.variety.Unknown,bool
value_chain.development.notes,object
value_chain.development.variety.Bot,bool
value_chain.development.variety.Email,bool
value_chain.development.variety.Exploit,bool
value_chain.development.variety.Exploit Kits,bool
value_chain.development.variety.NA,bool
value_chain.development.variety.Other,bool
value_chain.development.variety.Payload,bool
value_chain.development.variety.Persona,bool
value_chain.development.variety.Physical,bool
value_chain.development.variety.Ransomware,bool
value_chain.development.variety.Trojan,bool
value_chain.development.variety.Unknown,bool
value_chain.development.variety.Website,bool
value_chain.distribution.notes,object
value_chain.distribution.variety.Botnet,bool
value_chain.distribution.variety.Compromised server,bool
value_chain.distribution.variety.Direct,bool
value_chain.distribution.variety.Email,bool
value_chain.distribution.variety.Loader,bool
value_chain.distribution.variety.NA,bool
value_chain.distribution.variety.Other,bool
value_chain.distribution.variety.Partner,bool
value_chain.distribution.variety.Phone,bool
value_chain.distribution.variety.Physical,bool
value_chain.distribution.variety.Unknown,bool
value_chain.distribution.variety.Website,bool
value_chain.money laundering.notes,float64
value_chain.money laundering.variety.Bank,bool
value_chain.money laundering.variety.Company,bool
value_chain.money laundering.variety.Cryptocurrency tumbling,bool
value_chain.money laundering.variety.Employment,bool
value_chain.money laundering.variety.Gambling,bool
value_chain.money laundering.variety.NA,bool
value_chain.money laundering.variety.Other,bool
value_chain.money laundering.variety.Physical,bool
value_chain.money laundering.variety.Provide service,bool
value_chain.money laundering.variety.Re-shipping,bool
value_chain.money laundering.variety.Sell stolen goods,bool
value_chain.money laundering.variety.Smurfing,bool
value_chain.money laundering.variety.Unknown,bool
value_chain.NA,bool
value_chain.non-distribution services.notes,object
value_chain.non-distribution services.variety.C2,bool
value_chain.non-distribution services.variety.Counter AV,bool
value_chain.non-distribution services.variety.DNS,bool
value_chain.non-distribution services.variety.Escrow,bool
value_chain.non-distribution services.variety.Hashcracking,bool
value_chain.non-distribution services.variety.Marketplace,bool
value_chain.non-distribution services.variety.NA,bool
value_chain.non-distribution services.variety.Other,bool
value_chain.non-distribution services.variety.Proxy,bool
value_chain.non-distribution services.variety.Unknown,bool
value_chain.non-distribution services.variety.VPN,bool
value_chain.targeting.notes,object
value_chain.targeting.variety.Default credentials,bool
value_chain.targeting.variety.Email addresses,bool
value_chain.targeting.variety.Lost or stolen credentials,bool
value_chain.targeting.variety.Misconfigurations,bool
value_chain.targeting.variety.NA,bool
value_chain.targeting.variety.Organizational Information,bool
value_chain.targeting.variety.Other,bool
value_chain.targeting.variety.Partner,bool
value_chain.targeting.variety.Personal Information,bool
value_chain.targeting.variety.Physical,bool
value_chain.targeting.variety.Unknown,bool
value_chain.targeting.variety.Vulnerabilities,bool
value_chain.targeting.variety.Weaknesses,bool
victim.country.AD,bool
victim.country.AE,bool
victim.country.AF,bool
victim.country.AG,bool
victim.country.AI,bool
victim.country.AL,bool
victim.country.AM,bool
victim.country.AO,bool
victim.country.AQ,bool
victim.country.AR,bool
victim.country.AS,bool
victim.country.AT,bool
victim.country.AU,bool
victim.country.AW,bool
victim.country.AX,bool
victim.country.AZ,bool
victim.country.BA,bool
victim.country.BB,bool
victim.country.BD,bool
victim.country.BE,bool
victim.country.BF,bool
victim.country.BG,bool
victim.country.BH,bool
victim.country.BI,bool
victim.country.BJ,bool
victim.country.BL,bool
victim.country.BM,bool
victim.country.BN,bool
victim.country.BO,bool
victim.country.BQ,bool
victim.country.BR,bool
victim.country.BS,bool
victim.country.BT,bool
victim.country.BV,bool
victim.country.BW,bool
victim.country.BY,bool
victim.country.BZ,bool
victim.country.CA,bool
victim.country.CC,bool
victim.country.CD,bool
victim.country.CF,bool
victim.country.CG,bool
victim.country.CH,bool
victim.country.CI,bool
victim.country.CK,bool
victim.country.CL,bool
victim.country.CM,bool
victim.country.CN,bool
victim.country.CO,bool
victim.country.CR,bool
victim.country.CU,bool
victim.country.CV,bool
victim.country.CW,bool
victim.country.CX,bool
victim.country.CY,bool
victim.country.CZ,bool
victim.country.DE,bool
victim.country.DJ,bool
victim.country.DK,bool
victim.country.DM,bool
victim.country.DO,bool
victim.country.DZ,bool
victim.country.EC,bool
victim.country.EE,bool
victim.country.EG,bool
victim.country.EH,bool
victim.country.ER,bool
victim.country.ES,bool
victim.country.ET,bool
victim.country.FI,bool
victim.country.FJ,bool
victim.country.FK,bool
victim.country.FM,bool
victim.country.FO,bool
victim.country.FR,bool
victim.country.GA,bool
victim.country.GB,bool
victim.country.GD,bool
victim.country.GE,bool
victim.country.GF,bool
victim.country.GG,bool
victim.country.GH,bool
victim.country.GI,bool
victim.country.GL,bool
victim.country.GM,bool
victim.country.GN,bool
victim.country.GP,bool
victim.country.GQ,bool
victim.country.GR,bool
victim.country.GS,bool
victim.country.GT,bool
victim.country.GU,bool
victim.country.GW,bool
victim.country.GY,bool
victim.country.HK,bool
victim.country.HM,bool
victim.country.HN,bool
victim.country.HR,bool
victim.country.HT,bool
victim.country.HU,bool
victim.country.ID,bool
victim.country.IE,bool
victim.country.IL,bool
victim.country.IM,bool
victim.country.IN,bool
victim.country.IO,bool
victim.country.IQ,bool
victim.country.IR,bool
victim.country.IS,bool
victim.country.IT,bool
victim.country.JE,bool
victim.country.JM,bool
victim.country.JO,bool
victim.country.JP,bool
victim.country.KE,bool
victim.country.KG,bool
victim.country.KH,bool
victim.country.KI,bool
victim.country.KM,bool
victim.country.KN,bool
victim.country.KP,bool
victim.country.KR,bool
victim.country.KW,bool
victim.country.KY,bool
victim.country.KZ,bool
victim.country.LA,bool
victim.country.LB,bool
victim.country.LC,bool
victim.country.LI,bool
victim.country.LK,bool
victim.country.LR,bool
victim.country.LS,bool
victim.country.LT,bool
victim.country.LU,bool
victim.country.LV,bool
victim.country.LY,bool
victim.country.MA,bool
victim.country.MC,bool
victim.country.MD,bool
victim.country.ME,bool
victim.country.MF,bool
victim.country.MG,bool
victim.country.MH,bool
victim.country.MK,bool
victim.country.ML,bool
victim.country.MM,bool
victim.country.MN,bool
victim.country.MO,bool
victim.country.MP,bool
victim.country.MQ,bool
victim.country.MR,bool
victim.country.MS,bool
victim.country.MT,bool
victim.country.MU,bool
victim.country.MV,bool
victim.country.MW,bool
victim.country.MX,bool
victim.country.MY,bool
victim.country.MZ,bool
victim.country.NA,bool
victim.country.NC,bool
victim.country.NE,bool
victim.country.NF,bool
victim.country.NG,bool
victim.country.NI,bool
victim.country.NL,bool
victim.country.NO,bool
victim.country.NP,bool
victim.country.NR,bool
victim.country.NU,bool
victim.country.NZ,bool
victim.country.OM,bool
victim.country.Other,bool
victim.country.PA,bool
victim.country.PE,bool
victim.country.PF,bool
victim.country.PG,bool
victim.country.PH,bool
victim.country.PK,bool
victim.country.PL,bool
victim.country.PM,bool
victim.country.PN,bool
victim.country.PR,bool
victim.country.PS,bool
victim.country.PT,bool
victim.country.PW,bool
victim.country.PY,bool
victim.country.QA,bool
victim.country.RE,bool
victim.country.RO,bool
victim.country.RS,bool
victim.country.RU,bool
victim.country.RW,bool
victim.country.SA,bool
victim.country.SB,bool
victim.country.SC,bool
victim.country.SD,bool
victim.country.SE,bool
victim.country.SG,bool
victim.country.SH,bool
victim.country.SI,bool
victim.country.SJ,bool
victim.country.SK,bool
victim.country.SL,bool
victim.country.SM,bool
victim.country.SN,bool
victim.country.SO,bool
victim.country.SR,bool
victim.country.SS,bool
victim.country.ST,bool
victim.country.SV,bool
victim.country.SX,bool
victim.country.SY,bool
victim.country.SZ,bool
victim.country.TC,bool
victim.country.TD,bool
victim.country.TF,bool
victim.country.TG,bool
victim.country.TH,bool
victim.country.TJ,bool
victim.country.TK,bool
victim.country.TL,bool
victim.country.TM,bool
victim.country.TN,bool
victim.country.TO,bool
victim.country.TR,bool
victim.country.TT,bool
victim.country.TV,bool
victim.country.TW,bool
victim.country.TZ,bool
victim.country.UA,bool
victim.country.UG,bool
victim.country.UM,bool
victim.country.Unknown,bool
victim.country.US,bool
victim.country.UY,bool
victim.country.UZ,bool
victim.country.VA,bool
victim.country.VC,bool
victim.country.VE,bool
victim.country.VG,bool
victim.country.VI,bool
victim.country.VN,bool
victim.country.VU,bool
victim.country.WF,bool
victim.country.WS,bool
victim.country.XK,bool
victim.country.YE,bool
victim.country.YT,bool
victim.country.ZA,bool
victim.country.ZM,bool
victim.country.ZW,bool
victim.employee_count.1 to 10,bool
victim.employee_count.10001 to 25000,bool
victim.employee_count.1001 to 10000,bool
victim.employee_count.101 to 1000,bool
victim.employee_count.11 to 100,bool
victim.employee_count.25001 to 50000,bool
victim.employee_count.50001 to 100000,bool
victim.employee_count.Large,bool
victim.employee_count.Over 100000,bool
victim.employee_count.Small,bool
victim.employee_count.Unknown,bool
victim.government.Federal,bool
victim.government.Local,bool
victim.government.NA,bool
victim.government.Other,bool
victim.government.Regional,bool
victim.government.Unknown,bool
victim.industry,object
victim.locations_affected,float64
victim.notes,object
victim.region,object
victim.revenue.amount,float64
victim.revenue.iso_currency_code.AED,bool
victim.revenue.iso_currency_code.AFN,bool
victim.revenue.iso_currency_code.ALL,bool
victim.revenue.iso_currency_code.AMD,bool
victim.revenue.iso_currency_code.ANG,bool
victim.revenue.iso_currency_code.AOA,bool
victim.revenue.iso_currency_code.ARS,bool
victim.revenue.iso_currency_code.AUD,bool
victim.revenue.iso_currency_code.AWG,bool
victim.revenue.iso_currency_code.AZN,bool
victim.revenue.iso_currency_code.BAM,bool
victim.revenue.iso_currency_code.BBD,bool
victim.revenue.iso_currency_code.BCH,bool
victim.revenue.iso_currency_code.BDT,bool
victim.revenue.iso_currency_code.BGN,bool
victim.revenue.iso_currency_code.BHD,bool
victim.revenue.iso_currency_code.BIF,bool
victim.revenue.iso_currency_code.BMD,bool
victim.revenue.iso_currency_code.BND,bool
victim.revenue.iso_currency_code.BOB,bool
victim.revenue.iso_currency_code.BRL,bool
victim.revenue.iso_currency_code.BSD,bool
victim.revenue.iso_currency_code.BTN,bool
victim.revenue.iso_currency_code.BWP,bool
victim.revenue.iso_currency_code.BYR,bool
victim.revenue.iso_currency_code.BZD,bool
victim.revenue.iso_currency_code.CAD,bool
victim.revenue.iso_currency_code.CDF,bool
victim.revenue.iso_currency_code.CHF,bool
victim.revenue.iso_currency_code.CLP,bool
victim.revenue.iso_currency_code.CNY,bool
victim.revenue.iso_currency_code.COP,bool
victim.revenue.iso_currency_code.CRC,bool
victim.revenue.iso_currency_code.CUC,bool
victim.revenue.iso_currency_code.CUP,bool
victim.revenue.iso_currency_code.CVE,bool
victim.revenue.iso_currency_code.CZK,bool
victim.revenue.iso_currency_code.DJF,bool
victim.revenue.iso_currency_code.DKK,bool
victim.revenue.iso_currency_code.DOP,bool
victim.revenue.iso_currency_code.DZD,bool
victim.revenue.iso_currency_code.EGP,bool
victim.revenue.iso_currency_code.ERN,bool
victim.revenue.iso_currency_code.ETB,bool
victim.revenue.iso_currency_code.Ether,bool
victim.revenue.iso_currency_code.EUR,bool
victim.revenue.iso_currency_code.FJD,bool
victim.revenue.iso_currency_code.FKP,bool
victim.revenue.iso_currency_code.GBP,bool
victim.revenue.iso_currency_code.GEL,bool
victim.revenue.iso_currency_code.GGP,bool
victim.revenue.iso_currency_code.GHS,bool
victim.revenue.iso_currency_code.GIP,bool
victim.revenue.iso_currency_code.GMD,bool
victim.revenue.iso_currency_code.GNF,bool
victim.revenue.iso_currency_code.GTQ,bool
victim.revenue.iso_currency_code.GYD,bool
victim.revenue.iso_currency_code.HKD,bool
victim.revenue.iso_currency_code.HNL,bool
victim.revenue.iso_currency_code.HRK,bool
victim.revenue.iso_currency_code.HTG,bool
victim.revenue.iso_currency_code.HUF,bool
victim.revenue.iso_currency_code.IDR,bool
victim.revenue.iso_currency_code.ILS,bool
victim.revenue.iso_currency_code.IMP,bool
victim.revenue.iso_currency_code.INR,bool
victim.revenue.iso_currency_code.IQD,bool
victim.revenue.iso_currency_code.IRR,bool
victim.revenue.iso_currency_code.ISK,bool
victim.revenue.iso_currency_code.JEP,bool
victim.revenue.iso_currency_code.JMD,bool
victim.revenue.iso_currency_code.JOD,bool
victim.revenue.iso_currency_code.JPY,bool
victim.revenue.iso_currency_code.KES,bool
victim.revenue.iso_currency_code.KGS,bool
victim.revenue.iso_currency_code.KHR,bool
victim.revenue.iso_currency_code.KMF,bool
victim.revenue.iso_currency_code.KPW,bool
victim.revenue.iso_currency_code.KRW,bool
victim.revenue.iso_currency_code.KWD,bool
victim.revenue.iso_currency_code.KYD,bool
victim.revenue.iso_currency_code.KZT,bool
victim.revenue.iso_currency_code.LAK,bool
victim.revenue.iso_currency_code.LBP,bool
victim.revenue.iso_currency_code.Litecoin,bool
victim.revenue.iso_currency_code.LKR,bool
victim.revenue.iso_currency_code.LRD,bool
victim.revenue.iso_currency_code.LSL,bool
victim.revenue.iso_currency_code.LTL,bool
victim.revenue.iso_currency_code.LVL,bool
victim.revenue.iso_currency_code.LYD,bool
victim.revenue.iso_currency_code.MAD,bool
victim.revenue.iso_currency_code.MDL,bool
victim.revenue.iso_currency_code.MGA,bool
victim.revenue.iso_currency_code.MKD,bool
victim.revenue.iso_currency_code.MMK,bool
victim.revenue.iso_currency_code.MNT,bool
victim.revenue.iso_currency_code.MOP,bool
victim.revenue.iso_currency_code.MRO,bool
victim.revenue.iso_currency_code.MUR,bool
victim.revenue.iso_currency_code.MVR,bool
victim.revenue.iso_currency_code.MWK,bool
victim.revenue.iso_currency_code.MXN,bool
victim.revenue.iso_currency_code.MYR,bool
victim.revenue.iso_currency_code.MZN,bool
victim.revenue.iso_currency_code.NAD,bool
victim.revenue.iso_currency_code.NGN,bool
victim.revenue.iso_currency_code.NIO,bool
victim.revenue.iso_currency_code.NOK,bool
victim.revenue.iso_currency_code.NPR,bool
victim.revenue.iso_currency_code.NZD,bool
victim.revenue.iso_currency_code.OMR,bool
victim.revenue.iso_currency_code.PAB,bool
victim.revenue.iso_currency_code.PEN,bool
victim.revenue.iso_currency_code.PGK,bool
victim.revenue.iso_currency_code.PHP,bool
victim.revenue.iso_currency_code.PKR,bool
victim.revenue.iso_currency_code.PLN,bool
victim.revenue.iso_currency_code.PYG,bool
victim.revenue.iso_currency_code.QAR,bool
victim.revenue.iso_currency_code.RON,bool
victim.revenue.iso_currency_code.RSD,bool
victim.revenue.iso_currency_code.RUB,bool
victim.revenue.iso_currency_code.RWF,bool
victim.revenue.iso_currency_code.SAR,bool
victim.revenue.iso_currency_code.SBD,bool
victim.revenue.iso_currency_code.SCR,bool
victim.revenue.iso_currency_code.SDG,bool
victim.revenue.iso_currency_code.SEK,bool
victim.revenue.iso_currency_code.SGD,bool
victim.revenue.iso_currency_code.SHP,bool
victim.revenue.iso_currency_code.SLL,bool
victim.revenue.iso_currency_code.SOS,bool
victim.revenue.iso_currency_code.SPL,bool
victim.revenue.iso_currency_code.SRD,bool
victim.revenue.iso_currency_code.STD,bool
victim.revenue.iso_currency_code.SVC,bool
victim.revenue.iso_currency_code.SYP,bool
victim.revenue.iso_currency_code.SZL,bool
victim.revenue.iso_currency_code.THB,bool
victim.revenue.iso_currency_code.TJS,bool
victim.revenue.iso_currency_code.TMT,bool
victim.revenue.iso_currency_code.TND,bool
victim.revenue.iso_currency_code.TOP,bool
victim.revenue.iso_currency_code.TRY,bool
victim.revenue.iso_currency_code.TTD,bool
victim.revenue.iso_currency_code.TVD,bool
victim.revenue.iso_currency_code.TWD,bool
victim.revenue.iso_currency_code.TZS,bool
victim.revenue.iso_currency_code.UAH,bool
victim.revenue.iso_currency_code.UGX,bool
victim.revenue.iso_currency_code.USD,bool
victim.revenue.iso_currency_code.UYU,bool
victim.revenue.iso_currency_code.UZS,bool
victim.revenue.iso_currency_code.VEF,bool
victim.revenue.iso_currency_code.VND,bool
victim.revenue.iso_currency_code.VUV,bool
victim.revenue.iso_currency_code.WST,bool
victim.revenue.iso_currency_code.XAF,bool
victim.revenue.iso_currency_code.XBT,bool
victim.revenue.iso_currency_code.XCD,bool
victim.revenue.iso_currency_code.XDR,bool
victim.revenue.iso_currency_code.XMR,bool
victim.revenue.iso_currency_code.XOF,bool
victim.revenue.iso_currency_code.XPF,bool
victim.revenue.iso_currency_code.YER,bool
victim.revenue.iso_currency_code.ZAR,bool
victim.revenue.iso_currency_code.ZEC,bool
victim.revenue.iso_currency_code.ZMK,bool
victim.revenue.iso_currency_code.ZWD,bool
victim.secondary.amount,float64
victim.secondary.notes,object
victim.secondary.victim_id,object
victim.state,object
victim.victim_id,object
actor.External,bool
actor.Internal,bool
actor.Partner,bool
actor.Unknown,bool
action.Malware,bool
action.Hacking,bool
action.Social,bool
action.Physical,bool
action.Misuse,bool
action.Error,bool
action.Environmental,bool
action.Unknown,bool
asset.variety.Server,bool
asset.variety.Network,bool
asset.variety.User Dev,bool
asset.variety.Media,bool
asset.variety.Person,bool
asset.variety.Kiosk/Term,bool
asset.variety.Unknown,bool
asset.variety.Embedded,bool
attribute.Confidentiality,bool
attribute.Integrity,bool
attribute.Availability,bool
discovery_method.External,bool
discovery_method.Internal,bool
discovery_method.Partner,bool
discovery_method.Other,bool
discovery_method.Unknown,bool
value_chain.Development,bool
value_chain.Non-distribution services,bool
value_chain.Targeting,bool
value_chain.Distribution,bool
value_chain.Cash-out,bool
value_chain.Money laundering,bool
victim.orgsize.Small,bool
victim.orgsize.Large,bool
victim.orgsize.Unknown,bool
victim.industry2,int64
victim.industry2.00,bool
victim.industry2.11,bool
victim.industry2.21,bool
victim.industry2.22,bool
victim.industry2.23,bool
victim.industry2.31,bool
victim.industry2.32,bool
victim.industry2.33,bool
victim.industry2.42,bool
victim.industry2.44,bool
victim.industry2.45,bool
victim.industry2.48,bool
victim.industry2.49,bool
victim.industry2.51,bool
victim.industry2.52,bool
victim.industry2.53,bool
victim.industry2.54,bool
victim.industry2.55,bool
victim.industry2.56,bool
victim.industry2.61,bool
victim.industry2.62,bool
victim.industry2.71,bool
victim.industry2.72,bool
victim.industry2.81,bool
victim.industry2.92,bool
victim.industry3,object
victim.industry.name,object
actor.partner.industry2,float64
actor.partner.industry3,float64
pattern.Privilege Misuse,bool
pattern.Miscellaneous Errors,bool
pattern.Lost and Stolen Assets,bool
pattern.Basic Web Application Attacks,bool
pattern.System Intrusion,bool
pattern.Social Engineering,bool
pattern.Denial of Service,bool
pattern.Everything Else,bool
actor.Multiple,bool
Actor,object
victim.industry2.31_33,bool
victim.industry2.44_45,bool
victim.industry2.48_49,bool
